Clave,Institucion,Inst,Fecha,Hora_primera_muestra,Magnitud,Escala_magnitud,Calidad,Lat_estacion,Lon_estacion,Lat_epicentro,Lon_epicentro,Suelo,Vs30,Profundidad,PGA_Gal,Distancia_km,Canales,area_integral,Fs_hz,FFT_AmpMax,FFTFreq_AmpMax,FFT_power,FFT_std,FFT_q50,FFT_kurtosis,FFT_skew,Dist_hipocentro,Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Canal_9,Mw*,date,Filepath
CUP5,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,14/12/2023 20:15,14/12/2023 20:15,2.4,Mw,S/C,19.33024,-99.181076,19.37,-99.2,Roca,367.31436,1,0.9298,4.896334922,"['ENE', ' ENZ', ' ENN']",2.176391153,100,0.01113279,7.572977481,0.000123939,0.001817484,0.000247956,10.83912377,3.2013735,4.997408896,ENE,BHZ, ENN,-,-,-,-,-,-,2.4,14/12/2023 20:15,C:\Users\huevo\Downloads\Archivos_Acc\CUP52312-142
TON2,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/06/2020 15:29,23/06/2020 15:30,7.4,Mw,A,20.62461,-103.235717,15.784,-96.12,Roca,493.66428,22.6,0.9317,956.9545001,"['ENZ', ' ENN', ' ENE']",25.43316766,100,0.006101855,0.333388898,3.72E-05,0.000562155,3.24E-05,79.13507277,8.766852177,957.2213303,BHZ, ENN, ENE,-,-,-,-,-,-,7.4,23/06/2020 15:29,C:\Users\huevo\Downloads\Archivos_Acc\TON22006-231
TACY,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,23/09/2017 12:53,54:41.1,6.1,Mw,A,19.404505,-99.195246,16.496,-95.146,Suelo duro,436.99353,22,0.9323,554.368819,"['V', ' N00E', ' N90E']",11.02181844,200,0.011725036,0.977099237,0.000137476,0.001425384,0.000137564,36.26842222,5.899132925,554.8051798,BHZ,BHN,BHE,-,-,-,-,-,-,6.1,23/09/2017 12:53,C:\Users\huevo\Downloads\Archivos_Acc\TACY1709-231
XALA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,21/08/2013 12:38,21/08/2013 12:39,6,Mw,A,19.529875,-96.901973,16.79,-99.56,Roca,470.97733,20,0.9337,424.467934,"['VERT', ' N00E', ' N90E']",13.52125277,100,0.011360716,0.619791667,0.000129066,0.00140309,0.000148316,26.9698957,4.941939075,424.9388509,BHN,BHN,BHE,-,-,-,-,-,-,6,21/08/2013 12:38,C:\Users\huevo\Downloads\Archivos_Acc\XALA1308-211
HUAM,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,08/05/2014 17:00,08/05/2014 17:02,6.4,Mw,A,16.031121,-95.670297,17.11,-100.87,Roca,533.6394,17,0.9702,590.4952202,"['N90W', ' V', ' N00W']",7.404956355,200,0.010985014,0.771153765,0.000120671,0.001116529,0.00010349,59.45237807,7.548528227,590.7398794,BHE,BHZ,BHN,-,-,-,-,-,-,6.4,08/05/2014 17:00,C:\Users\huevo\Downloads\Archivos_Acc\HUAM1405-081
TAMA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,20/03/2021 03:06,20/03/2021 03:06,5.7,Mw,A,16.26116,-96.57529,16.45,-98.97,Roca,466.70978,19,0.9804,267.1062413,"['HNZ', ' HNN', ' HNE']",6.638844116,100,0.001853631,3.401062832,3.44E-06,0.000414921,7.56E-05,2.392574178,1.786024193,267.7811497,BHZ, HNN, HNE,-,-,-,-,-,-,5.7,20/03/2021 03:06,C:\Users\huevo\Downloads\Archivos_Acc\TAMA2103-201
LMPP,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,13/04/2007 05:42,13/04/2007 05:43,6.3,Mw,A,19.00147,-98.18227,17.09,-100.44,Roca,364.29205,41,0.9817,328.9389928,"['N90W', ' V', ' N00W']",8.692342764,200,0.011665051,0.747906674,0.000136073,0.001256083,3.63E-05,44.28884502,6.31215868,331.4843299,BHE,BHZ,BHN,-,-,-,-,-,-,6.3,13/04/2007 05:42,C:\Users\huevo\Downloads\Archivos_Acc\LMPP0704-131
CHFL,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,07/11/2012 16:35,07/11/2012 16:38,7.3,Mw,A,17.969493,-97.865638,14.08,-92.32,Roca,494.87073,16,0.9972,753.1948728,"['N90W', ' V', ' N00W']",13.76295653,200,0.010260318,0.698979592,0.000105274,0.001033295,2.04E-05,61.4054147,7.655335861,753.3647963,BHE,BHZ,BHN,-,-,-,-,-,-,7.3,07/11/2012 16:35,C:\Users\huevo\Downloads\Archivos_Acc\CHFL1211-071
PBP2,"BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA, FACULTAD",Benemérita Universidad Autónoma de Puebla,11/04/2012 22:55,11/04/2012 22:56,6.4,Mw,B,19.045439,-98.208468,17.9,-103.06,Terreno libre,334.21683,16,0.9977,554.2974296,"['N90W', ' VERT', ' N00W']",13.94480748,200,0.016092099,0.785714286,0.000258956,0.001557849,9.09E-05,64.80105038,7.789687624,554.5283044,BHE,BHN,BHN,-,-,-,-,-,-,6.4,11/04/2012 22:55,C:\Users\huevo\Downloads\Archivos_Acc\PBP21204-111
XALA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,11/12/2011 01:47,11/12/2011 01:47,6.5,Mw,A,19.529875,-96.901973,17.84,-99.98,Roca,470.97733,58,1.0134,390.4498278,"['VERT', ' N00E', ' N90E']",21.72584013,100,0.009191309,1.470119522,8.45E-05,0.001549348,0.000233759,14.35121551,3.829153994,394.7341739,BHN,BHN,BHE,-,-,-,-,-,-,6.5,11/12/2011 01:47,C:\Users\huevo\Downloads\Archivos_Acc\XALA1112-111
OXJM,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,25/04/2016 07:07,25/04/2016 07:07,6,Mw,A,16.445191,-95.444705,14.26,-93.29,Roca,384.52698,16,1.0165,341.2400599,"['N00W', ' N90W', ' V']",10.26512897,200,0.012755498,1.90625,0.000162703,0.001613873,2.25E-05,35.68721709,5.81381324,341.6149564,BHN,BHE,BHZ,-,-,-,-,-,-,6,25/04/2016 07:07,C:\Users\huevo\Downloads\Archivos_Acc\OXJM1604-252
URUA,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,02/04/2012 17:36,02/04/2012 17:38,6,Mw,A,19.421758,-102.074059,16.27,-98.47,Roca,514.78662,10,1.021,532.3766389,"['N90W', ' VERT', ' N00W']",9.126631226,100,0.016987693,0.782608696,0.000288582,0.001902814,4.54E-05,39.63499062,6.032166387,532.4705491,BHE,BHN,BHN,-,-,-,-,-,-,6,02/04/2012 17:36,C:\Users\huevo\Downloads\Archivos_Acc\URUA1204-021
OXLC,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,21/08/2013 12:38,21/08/2013 12:38,6,Mw,A,17.065039,-96.703157,16.79,-99.56,Roca,348.6579,20,1.0247,319.1352177,"['N90W', ' VERT', ' N00W']",11.46387761,100,0.008156766,1.774422822,6.65E-05,0.001406099,9.05E-05,13.69694663,3.768172872,319.7612972,BHE,BHN,BHN,-,-,-,-,-,-,6,21/08/2013 12:38,C:\Users\huevo\Downloads\Archivos_Acc\OXLC1308-211
HMTT,INSTITUTO DE INGENIERIA UNAM,Instituto de Ingeniería UNAM,17/12/2015 19:49,17/12/2015 19:51,6.6,Mw,A,17.798341,-98.559717,15.76,-93.7,Roca,853.57428,90,1.0267,585.9844245,"['N00E', ' N90E', ' V']",9.300542993,100,0.007364142,1.700680272,5.42E-05,0.001203735,0.000498354,12.76865874,3.548810786,592.8555859,BHN,BHE,BHZ,-,-,-,-,-,-,6.6,17/12/2015 19:49,C:\Users\huevo\Downloads\Archivos_Acc\HMTT1512-171
